#mpa_vJan25_CHOCOPhlAnSGB_202503
clade_name	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_mpa_vJan25.metaphlan	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_mpa_vJan25.metaphlan	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_mpa_vJan25.metaphlan	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_mpa_vJan25.metaphlan	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_mpa_vJan25.metaphlan	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_mpa_vJan25.metaphlan	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_mpa_vJan25.metaphlan	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_mpa_vJan25.metaphlan	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_mpa_vJan25.metaphlan	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_mpa_vJan25.metaphlan
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644	0.0	0.0	0.00163	0.00997	0.01567	0.0	0.0	0.00109	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792|f__FGB93792	0.0	0.0	0.81567	1.27885	2.58084	0.0	0.0	0.0	1.62872	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838	0.0	0.0	0.22756	0.16026	0.53769	0.0	0.0	0.00302	0.07047	0.00385
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae	0.0	0.0	0.0251	0.0074	0.0123	0.0	0.0	0.01463	0.00109	0.01077
k__Bacteria|p__Firmicutes|c__CFGB9617|o__OFGB9617|f__FGB9617	0.0	0.0	0.01738	0.01822	0.02192	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644	0.0	0.0	0.00163	0.00997	0.01567	0.0	0.0	0.00109	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB115673	0.0	0.0	3.08527	1.19463	0.0	0.0	0.0	0.0	0.35524	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28865	0.0	0.0	1.09942	0.02121	0.0	0.0	0.0	0.0	0.006	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB70853	0.0	0.0	0.89501	0.73833	1.27268	0.0	0.0	0.0	5.91081	0.0
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792|f__FGB93792|g__GGB45564	0.0	0.0	0.81567	1.27885	2.58084	0.0	0.0	0.0	1.62872	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75057	0.0	0.0	0.36449	0.50745	0.46127	0.0	0.0	0.0	0.11671	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28868	0.0	0.0	0.31832	0.32104	0.49689	0.0	0.0	0.0	0.01767	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB29683	0.0	0.0	0.30519	0.50536	0.32585	0.0	0.0	0.0	0.13311	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB28418	0.0	0.0	0.22756	0.16026	0.53769	0.0	0.0	0.00302	0.07047	0.00385
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28881	0.0	0.0	0.10724	0.41624	0.20776	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB115370	0.0	0.0	0.05986	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28792	0.0	0.0	0.037	0.04943	0.02484	0.0	0.0	0.0	9e-05	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__Pumilibacter	0.0	0.0	0.03271	0.03734	0.03329	0.0	0.0	0.00191	0.00925	0.00071
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__GGB30145	0.0	0.0	0.0251	0.0074	0.0123	0.0	0.0	0.01463	0.00109	0.01077
k__Bacteria|p__Firmicutes|c__CFGB9617|o__OFGB9617|f__FGB9617|g__GGB28776	0.0	0.0	0.01738	0.01822	0.02192	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28991	0.0	0.0	0.01308	0.13581	0.0084	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB75094	0.0	0.0	0.00232	0.0	0.00418	0.0	0.00121	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28949	0.0	0.0	0.00163	0.00997	0.01544	0.0	0.0	0.00109	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__GGB114909	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB115673|s__GGB115673_SGB41496	0.0	0.0	3.08527	1.19463	0.0	0.0	0.0	0.0	0.35524	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28865|s__GGB28865_SGB41537	0.0	0.0	1.09942	0.02121	0.0	0.0	0.0	0.0	0.006	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB70853|s__GGB70853_SGB95306	0.0	0.0	0.89501	0.73833	1.27268	0.0	0.0	0.0	5.91081	0.0
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792|f__FGB93792|g__GGB45564|s__GGB45564_SGB63259	0.0	0.0	0.81567	1.27885	2.58084	0.0	0.0	0.0	1.62872	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_SGB63103	0.0	0.0	0.53488	0.77396	1.05592	0.0	0.0	0.0	0.64466	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75057|s__GGB75057_SGB102223	0.0	0.0	0.36449	0.50745	0.46127	0.0	0.0	0.0	0.11671	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28868|s__GGB28868_SGB41542	0.0	0.0	0.31832	0.32104	0.49689	0.0	0.0	0.0	0.01767	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB29683|s__GGB29683_SGB42492	0.0	0.0	0.30519	0.50536	0.32585	0.0	0.0	0.0	0.13311	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB28418|s__GGB28418_SGB41001	0.0	0.0	0.22756	0.16026	0.53769	0.0	0.0	0.00302	0.07047	0.00385
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28881|s__GGB28881_SGB41561	0.0	0.0	0.10724	0.41624	0.20776	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_SGB94949	0.0	0.0	0.10172	0.02599	0.10526	0.0	0.0	0.0	0.03566	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_A2	0.0	0.0	0.08204	0.06227	0.11517	0.0	0.0	0.0	0.00127	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB115370|s__GGB115370_SGB161393	0.0	0.0	0.05986	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28792|s__GGB28792_SGB41445	0.0	0.0	0.037	0.04943	0.02484	0.0	0.0	0.0	9e-05	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1xD42_67	0.0	0.0	0.03491	0.03594	0.01339	0.0	0.0	0.0	0.00911	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0.0	0.0	0.03485	0.00953	0.03599	0.0	0.0	0.0	0.01541	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__Pumilibacter|s__Pumilibacter_muris	0.0	0.0	0.02671	0.03734	0.03329	0.0	0.0	0.00191	0.00925	0.00071
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__GGB30145|s__GGB30145_SGB43072	0.0	0.0	0.0251	0.0074	0.0123	0.0	0.0	0.01463	0.00109	0.01077
k__Bacteria|p__Firmicutes|c__CFGB9617|o__OFGB9617|f__FGB9617|g__GGB28776|s__GGB28776_SGB41429	0.0	0.0	0.01738	0.01822	0.02192	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28991|s__GGB28991_SGB41705	0.0	0.0	0.01308	0.13581	0.0084	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_SGB94872	0.0	0.0	0.00819	0.02811	0.02174	0.0	0.0	0.00173	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__Pumilibacter|s__Pumilibacter_intestinalis	0.0	0.0	0.00601	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB102286	0.0	0.0	0.00414	0.01044	0.02084	0.0	0.00512	0.0	6e-05	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB75094|s__GGB75094_SGB102310	0.0	0.0	0.00232	0.0	0.00418	0.0	0.00121	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28949|s__GGB28949_SGB41655	0.0	0.0	0.00163	0.00997	0.01544	0.0	0.0	0.00109	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__GGB114909|s__GGB114909_SGB158297	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB115673|s__GGB115673_SGB41496|t__SGB41496	0.0	0.0	3.08527	1.19463	0.0	0.0	0.0	0.0	0.35524	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41554	0.0	0.0	2.19746	1.44831	3.10082	0.0	0.0	0.0	0.03309	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28865|s__GGB28865_SGB41537|t__SGB41537	0.0	0.0	1.09942	0.02121	0.0	0.0	0.0	0.0	0.006	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB70853|s__GGB70853_SGB95306|t__SGB95306	0.0	0.0	0.89501	0.73833	1.27268	0.0	0.0	0.0	5.91081	0.0
k__Bacteria|p__Firmicutes|c__CFGB93792|o__OFGB93792|f__FGB93792|g__GGB45564|s__GGB45564_SGB63259|t__SGB63259	0.0	0.0	0.81567	1.27885	2.58084	0.0	0.0	0.0	1.62872	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_SGB63103|t__SGB63103	0.0	0.0	0.53488	0.77396	1.05592	0.0	0.0	0.0	0.64466	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB75057|s__GGB75057_SGB102223|t__SGB102223	0.0	0.0	0.36449	0.50745	0.46127	0.0	0.0	0.0	0.11671	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28868|s__GGB28868_SGB41542|t__SGB41542	0.0	0.0	0.31832	0.32104	0.49689	0.0	0.0	0.0	0.01767	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB29683|s__GGB29683_SGB42492|t__SGB42492	0.0	0.0	0.30519	0.50536	0.32585	0.0	0.0	0.0	0.13311	0.0
k__Bacteria|p__Firmicutes|c__CFGB2838|o__OFGB2838|f__FGB2838|g__GGB28418|s__GGB28418_SGB41001|t__SGB41001	0.0	0.0	0.22756	0.16026	0.53769	0.0	0.0	0.00302	0.07047	0.00385
k__Bacteria|p__Firmicutes|c__CFGB9633|o__OFGB9633|f__FGB9633|g__GGB28881|s__GGB28881_SGB41561|t__SGB41561	0.0	0.0	0.10724	0.41624	0.20776	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_SGB94949|t__SGB94949	0.0	0.0	0.10172	0.02599	0.10526	0.0	0.0	0.0	0.03566	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_A2|t__SGB7277	0.0	0.0	0.08204	0.06227	0.11517	0.0	0.0	0.0	0.00127	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41475	0.0	0.0	0.06483	0.13195	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB115370|s__GGB115370_SGB161393|t__SGB161393	0.0	0.0	0.05986	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28792|s__GGB28792_SGB41445|t__SGB41445	0.0	0.0	0.037	0.04943	0.02484	0.0	0.0	0.0	9e-05	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium_1xD42_67|t__SGB43539	0.0	0.0	0.03491	0.03594	0.01339	0.0	0.0	0.0	0.00911	0.0
k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens|t__SGB14797	0.0	0.0	0.03485	0.00953	0.03599	0.0	0.0	0.0	0.01541	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__Pumilibacter|s__Pumilibacter_muris|t__SGB41021	0.0	0.0	0.02671	0.03734	0.03329	0.0	0.0	0.00191	0.00925	0.00071
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Butyricicoccaceae|g__GGB30145|s__GGB30145_SGB43072|t__SGB43072	0.0	0.0	0.0251	0.0074	0.0123	0.0	0.0	0.01463	0.00109	0.01077
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41519	0.0	0.0	0.02371	0.01516	0.03223	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9617|o__OFGB9617|f__FGB9617|g__GGB28776|s__GGB28776_SGB41429|t__SGB41429	0.0	0.0	0.01738	0.01822	0.02192	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28991|s__GGB28991_SGB41705|t__SGB41705	0.0	0.0	0.01308	0.13581	0.0084	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_SGB94872|t__SGB94872	0.0	0.0	0.00819	0.02811	0.02174	0.0	0.0	0.00173	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__Pumilibacter|s__Pumilibacter_intestinalis|t__SGB41020	0.0	0.0	0.00601	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB41508	0.0	0.0	0.00452	0.03357	0.0334	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB102286|t__SGB102286	0.0	0.0	0.00414	0.01044	0.02084	0.0	0.00512	0.0	6e-05	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB75094|s__GGB75094_SGB102310|t__SGB102310	0.0	0.0	0.00232	0.0	0.00418	0.0	0.00121	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28949|s__GGB28949_SGB41655|t__SGB41655	0.0	0.0	0.00163	0.00997	0.01544	0.0	0.0	0.00109	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Pumilibacteraceae|g__GGB114909|s__GGB114909_SGB158297|t__SGB158297	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9622	0.0	0.0	0.0	0.00271	9e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9575	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	9e-05	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622	0.0	0.0	0.0	0.00271	9e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	9e-05	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622|f__FGB9622	0.0	0.0	0.0	0.00271	9e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575|f__FGB9575	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	9e-05	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1503	0.0	0.0	0.0	4.18908	0.0	0.0	0.0	0.0	1.55682	0.0
k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622|f__FGB9622|g__GGB28810	0.0	0.0	0.0	0.00271	9e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30456	0.0	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.00039	0.0
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575|f__FGB9575|g__GGB28632	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	9e-05	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28909	0.0	0.0	0.0	0.00062	0.0016	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1503|s__GGB1503_SGB2082	0.0	0.0	0.0	4.18908	0.0	0.0	0.0	0.0	1.55682	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30460|s__GGB30460_SGB43533	0.0	0.0	0.0	0.37336	0.0	0.0	0.0	0.0	0.16311	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28778|s__GGB28778_SGB102278	0.0	0.0	0.0	0.09174	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622|f__FGB9622|g__GGB28810|s__GGB28810_SGB41465	0.0	0.0	0.0	0.00271	9e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30456|s__GGB30456_SGB43520	0.0	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.00039	0.0
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575|f__FGB9575|g__GGB28632|s__GGB28632_SGB41253	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	9e-05	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28909|s__GGB28909_SGB41602	0.0	0.0	0.0	0.00062	0.0016	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__GGB1503|s__GGB1503_SGB2082|t__SGB2082	0.0	0.0	0.0	4.18908	0.0	0.0	0.0	0.0	1.55682	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30460|s__GGB30460_SGB43533|t__SGB43533	0.0	0.0	0.0	0.37336	0.0	0.0	0.0	0.0	0.16311	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28778|s__GGB28778_SGB102278|t__SGB102278	0.0	0.0	0.0	0.09174	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB102305	0.0	0.0	0.0	0.00509	0.00428	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospiraceae_unclassified|s__Oscillospiraceae_bacterium|t__SGB29420	0.0	0.0	0.0	0.005	0.04385	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9622|o__OFGB9622|f__FGB9622|g__GGB28810|s__GGB28810_SGB41465|t__SGB41465	0.0	0.0	0.0	0.00271	9e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30456|s__GGB30456_SGB43520|t__SGB43520	0.0	0.0	0.0	0.00255	0.0	0.0	0.0	0.0	0.00039	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41569	0.0	0.0	0.0	0.00193	0.00022	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9575|o__OFGB9575|f__FGB9575|g__GGB28632|s__GGB28632_SGB41253|t__SGB41253	0.0	0.0	0.0	0.00159	0.0	0.0	0.0	9e-05	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28909|s__GGB28909_SGB41602|t__SGB41602	0.0	0.0	0.0	0.00062	0.0016	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9656	0.0	0.0	0.0	0.0	0.02105	0.0	0.0	0.06022	0.0	0.03407
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656	0.0	0.0	0.0	0.0	0.02105	0.0	0.0	0.06022	0.0	0.03407
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656	0.0	0.0	0.0	0.0	0.02105	0.0	0.0	0.06022	0.0	0.03407
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28996	0.0	0.0	0.0	0.0	0.02105	0.0	0.0	0.06022	0.0	0.03407
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28898	0.0	0.0	0.0	0.0	0.00735	0.0	0.00981	0.00056	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28782	0.0	0.0	0.0	0.0	0.00185	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Petralouisia	0.0	0.0	0.0	0.0	0.00169	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB75934	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28948	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28996|s__GGB28996_SGB41712	0.0	0.0	0.0	0.0	0.02105	0.0	0.0	0.06022	0.0	0.03407
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__Bacteria_unclassified_SGB41673	0.0	0.0	0.0	0.0	0.00988	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__GGB28898|s__GGB28898_SGB41580	0.0	0.0	0.0	0.0	0.00735	0.0	0.00981	0.00056	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28782|s__GGB28782_SGB41435	0.0	0.0	0.0	0.0	0.00185	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Petralouisia|s__Petralouisia_muris	0.0	0.0	0.0	0.0	0.00169	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1765|o__OFGB1765|f__FGB1765|g__GGB75934|s__GGB75934_SGB102437	0.0	0.0	0.0	0.0	0.0016	0.0	0.0	0.0	0.0	0.0
