name	taxonomy_id	taxonomy_lvl	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_7_06_12_HFD_AL_7_06_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_6_05_12_HFD_IF_6_05_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_4_02_25_HFD_IF_4_02_25_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_7_06_12_HFD_IF_7_06_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_4_03_11_HFD_AL_4_03_11_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_4_03_11_HFD_IF_4_03_11_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_6_05_12_HFD_AL_6_05_12_L4_k2s8_bracken.bracken.tsv_frac	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_k2s8_bracken.bracken.tsv_num	HFD_IF_6_05_22_HFD_IF_6_05_22_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_4_02_25_HFD_AL_4_02_25_L4_k2s8_bracken.bracken.tsv_frac	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_k2s8_bracken.bracken.tsv_num	HFD_AL_6_05_22_HFD_AL_6_05_22_L4_k2s8_bracken.bracken.tsv_frac
Mycolicibacterium vaccae	1810	S	0	0.00000	30	0.00001	0	0.00000	24	0.00001	40	0.00001	13	0.00000	0	0.00000	16	0.00000	31	0.00002	43	0.00002
Mycolicibacterium grossiae	1552759	S	0	0.00000	20	0.00001	0	0.00000	0	0.00000	21	0.00001	0	0.00000	16	0.00000	0	0.00000	14	0.00001	19	0.00001
Mycolicibacterium anyangense	1431246	S	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Mycolicibacterium doricum	126673	S	0	0.00000	17	0.00000	0	0.00000	13	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001	29	0.00001
Mycolicibacterium nivoides	2487344	S	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycolicibacterium alvei	67081	S	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycolicibacterium fortuitum	1766	S	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001
Mycobacterium sp. C3-094	3568623	S	0	0.00000	20	0.00001	0	0.00000	20	0.00001	0	0.00000	22	0.00000	0	0.00000	0	0.00000	22	0.00001	17	0.00001
Mycobacterium sp. Aquia_213	2991728	S	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium sp. AMU20-3851	3122055	S	0	0.00000	14	0.00000	16	0.00001	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium sp. SMC-2	2857058	S	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000
Mycobacterium mantenii	560555	S	0	0.00000	37	0.00001	0	0.00000	48	0.00001	25	0.00001	17	0.00000	26	0.00001	18	0.00000	32	0.00002	61	0.00002
Mycobacterium intracellulare	1767	S	0	0.00000	89	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	57	0.00002	0	0.00000	0	0.00000	0	0.00000
Mycobacterium avium	1764	S	0	0.00000	33	0.00001	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	34	0.00002	0	0.00000
Mycobacterium europaeum	761804	S	0	0.00000	28	0.00001	22	0.00001	19	0.00001	41	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001
Mycobacterium marinum	1781	S	0	0.00000	82	0.00002	60	0.00002	57	0.00002	76	0.00002	0	0.00000	43	0.00001	0	0.00000	84	0.00005	81	0.00003
Mycobacterium shottsii	133549	S	0	0.00000	17	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium canetti	78331	S	0	0.00000	262	0.00007	0	0.00000	191	0.00005	40	0.00001	28	0.00001	75	0.00002	181	0.00004	0	0.00000	109	0.00004
Candidatus Mycobacterium methanotrophicum	2943498	S	0	0.00000	16	0.00000	0	0.00000	20	0.00001	0	0.00000	11	0.00000	20	0.00001	0	0.00000	0	0.00000	36	0.00001
Mycobacterium lacus	169765	S	0	0.00000	12	0.00000	12	0.00000	20	0.00001	22	0.00001	27	0.00001	0	0.00000	0	0.00000	25	0.00001	13	0.00000
Mycobacteroides chelonae	1774	S	0	0.00000	37	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00001
Mycobacteroides abscessus	36809	S	0	0.00000	18	0.00001	0	0.00000	42	0.00001	0	0.00000	27	0.00001	0	0.00000	23	0.00000	15	0.00001	25	0.00001
Mycobacteroides stephanolepidis	1520670	S	0	0.00000	16	0.00000	27	0.00001	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00001	0	0.00000
Mycolicibacter minnesotensis	1118379	S	0	0.00000	16	0.00000	19	0.00001	14	0.00000	17	0.00001	0	0.00000	25	0.00001	0	0.00000	26	0.00001	20	0.00001
Corynebacterium sp. FDAARGOS 1242	2778078	S	0	0.00000	101	0.00003	59	0.00002	71	0.00002	95	0.00003	0	0.00000	0	0.00000	0	0.00000	60	0.00003	96	0.00003
Corynebacterium sp. SCR221107	3017361	S	0	0.00000	34	0.00001	0	0.00000	49	0.00001	0	0.00000	0	0.00000	32	0.00001	0	0.00000	13	0.00001	64	0.00002
Corynebacterium cystitidis	35757	S	0	0.00000	38	0.00001	0	0.00000	38	0.00001	0	0.00000	0	0.00000	10	0.00000	23	0.00000	0	0.00000	14	0.00001
Corynebacterium vitaeruminis	38305	S	0	0.00000	44	0.00001	32	0.00001	37	0.00001	53	0.00002	13	0.00000	18	0.00001	20	0.00000	33	0.00002	40	0.00001
Corynebacterium pyruviciproducens	598660	S	0	0.00000	36	0.00001	25	0.00001	27	0.00001	42	0.00001	0	0.00000	21	0.00001	0	0.00000	31	0.00002	43	0.00002
Corynebacterium zhongnanshanii	2768834	S	0	0.00000	23	0.00001	0	0.00000	17	0.00000	12	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	18	0.00001
Corynebacterium occultum	2675219	S	0	0.00000	24	0.00001	0	0.00000	0	0.00000	11	0.00000	0	0.00000	12	0.00000	0	0.00000	14	0.00001	0	0.00000
Corynebacterium resistens	258224	S	0	0.00000	25	0.00001	0	0.00000	39	0.00001	0	0.00000	0	0.00000	0	0.00000	27	0.00001	0	0.00000	20	0.00001
Corynebacterium marinum	349751	S	0	0.00000	27	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium nuruki	1032851	S	0	0.00000	22	0.00001	0	0.00000	0	0.00000	16	0.00001	11	0.00000	11	0.00000	0	0.00000	30	0.00002	23	0.00001
Corynebacterium riegelii	156976	S	0	0.00000	19	0.00001	13	0.00001	17	0.00000	22	0.00001	13	0.00000	17	0.00000	0	0.00000	37	0.00002	25	0.00001
Corynebacterium heidelbergense	2055947	S	0	0.00000	17	0.00000	17	0.00001	32	0.00001	41	0.00001	11	0.00000	12	0.00000	0	0.00000	22	0.00001	45	0.00002
Corynebacterium aquilae	203263	S	0	0.00000	17	0.00000	12	0.00000	0	0.00000	17	0.00001	0	0.00000	11	0.00000	0	0.00000	27	0.00002	25	0.00001
Corynebacterium jeikeium	38289	S	0	0.00000	24	0.00001	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000
Corynebacterium freneyi	134034	S	0	0.00000	19	0.00001	0	0.00000	23	0.00001	33	0.00001	13	0.00000	13	0.00000	0	0.00000	34	0.00002	19	0.00001
Corynebacterium anserum	2684406	S	0	0.00000	14	0.00000	20	0.00001	10	0.00000	52	0.00002	20	0.00000	0	0.00000	0	0.00000	10	0.00001	13	0.00000
Corynebacterium hindlerae	699041	S	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001	10	0.00000
Corynebacterium matruchotii	43768	S	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000
Corynebacterium glyciniphilum	1404244	S	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	14	0.00001	11	0.00000
Corynebacterium simulans	146827	S	0	0.00000	19	0.00001	0	0.00000	18	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	22	0.00001
Corynebacterium uterequi	1072256	S	0	0.00000	12	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium atrinae	1336740	S	0	0.00000	13	0.00000	21	0.00001	12	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	16	0.00001	32	0.00001
Corynebacterium macclintockiae	2913501	S	0	0.00000	16	0.00000	22	0.00001	0	0.00000	24	0.00001	0	0.00000	16	0.00000	0	0.00000	21	0.00001	27	0.00001
Nocardia sp. CA-129566	3239976	S	0	0.00000	56	0.00002	35	0.00001	35	0.00001	44	0.00001	21	0.00000	23	0.00001	16	0.00000	51	0.00003	65	0.00002
Nocardia sp. NBC_00508	2975992	S	0	0.00000	21	0.00001	21	0.00001	21	0.00001	65	0.00002	24	0.00000	0	0.00000	19	0.00000	19	0.00001	34	0.00001
Nocardia sp. CA-119907	3239973	S	0	0.00000	19	0.00001	25	0.00001	21	0.00001	18	0.00001	14	0.00000	24	0.00001	0	0.00000	28	0.00002	24	0.00001
Nocardia sp. NBC_00881	2975995	S	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardia sp. NBC_01009	2975996	S	0	0.00000	16	0.00000	0	0.00000	28	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00001	25	0.00001
Nocardia farcinica	37329	S	0	0.00000	33	0.00001	19	0.00001	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	37	0.00001
Nocardia seriolae	37332	S	0	0.00000	32	0.00001	28	0.00001	35	0.00001	39	0.00001	0	0.00000	12	0.00000	0	0.00000	28	0.00002	19	0.00001
Nocardia asteroides	1824	S	0	0.00000	27	0.00001	0	0.00000	26	0.00001	17	0.00001	0	0.00000	24	0.00001	0	0.00000	23	0.00001	48	0.00002
Nocardia yamanashiensis	209247	S	0	0.00000	17	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardia yunnanensis	2382165	S	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	21	0.00001
Rhodococcus sp. KRD162	2729725	S	0	0.00000	43	0.00001	23	0.00001	16	0.00000	33	0.00001	24	0.00000	15	0.00000	18	0.00000	26	0.00001	30	0.00001
Rhodococcus sp. SGAir0479	2567884	S	0	0.00000	22	0.00001	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodococcus sp. ABRD24	2507582	S	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00001	0	0.00000	14	0.00001	21	0.00001
Rhodococcus antarcticus	2987751	S	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Williamsia herbipolensis	1603258	S	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001	11	0.00000
Gordonia sp. w5E2	3075837	S	0	0.00000	84	0.00002	62	0.00003	28	0.00001	97	0.00003	0	0.00000	14	0.00000	33	0.00001	49	0.00003	43	0.00002
Gordonia hydrophobica	40516	S	0	0.00000	63	0.00002	35	0.00001	24	0.00001	32	0.00001	0	0.00000	14	0.00000	44	0.00001	40	0.00002	41	0.00001
Gordonia polyisoprenivorans	84595	S	0	0.00000	278	0.00008	78	0.00003	272	0.00007	155	0.00005	272	0.00006	30	0.00001	271	0.00006	136	0.00008	61	0.00002
Gordonia terrae	2055	S	0	0.00000	47	0.00001	48	0.00002	43	0.00001	68	0.00002	0	0.00000	15	0.00000	0	0.00000	90	0.00005	26	0.00001
Tomitella fengzijianii	2597660	S	0	0.00000	34	0.00001	12	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	25	0.00001
Tomitella gaofuii	2760083	S	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tsukamurella pulmonis	47312	S	0	0.00000	20	0.00001	0	0.00000	57	0.00002	0	0.00000	0	0.00000	22	0.00001	0	0.00000	0	0.00000	23	0.00001
Segniliparus rotundus	286802	S	0	0.00000	31	0.00001	63	0.00003	24	0.00001	38	0.00001	64	0.00001	13	0.00000	0	0.00000	0	0.00000	24	0.00001
Hoyosella subflava	639313	S	0	0.00000	20	0.00001	0	0.00000	10	0.00000	19	0.00001	0	0.00000	10	0.00000	10	0.00000	11	0.00001	0	0.00000
Nocardioides sp. WS12	2486272	S	0	0.00000	24	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00001
Nocardioides sp. TF02-7	2917724	S	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardioides sp. WG-D5	3476640	S	0	0.00000	24	0.00001	19	0.00001	22	0.00001	17	0.00001	15	0.00000	0	0.00000	20	0.00000	41	0.00002	42	0.00002
Nocardioides sp. HDW12B	2714939	S	0	0.00000	17	0.00000	0	0.00000	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	37	0.00002	17	0.00001
Nocardioides sp. cx-173	2898796	S	0	0.00000	19	0.00001	0	0.00000	14	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	22	0.00001
Nocardioides sp. JQ2195	2592334	S	0	0.00000	13	0.00000	18	0.00001	22	0.00001	28	0.00001	12	0.00000	0	0.00000	0	0.00000	24	0.00001	18	0.00001
Nocardioides sp. dk884	2662361	S	0	0.00000	20	0.00001	0	0.00000	26	0.00001	18	0.00001	0	0.00000	28	0.00001	0	0.00000	23	0.00001	41	0.00001
Nocardioides renjunii	3095075	S	0	0.00000	56	0.00002	0	0.00000	26	0.00001	17	0.00001	0	0.00000	20	0.00001	0	0.00000	0	0.00000	41	0.00001
Nocardioides mesophilus	433659	S	0	0.00000	23	0.00001	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001
Nocardioides terrisoli	3388267	S	0	0.00000	18	0.00001	0	0.00000	17	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000
Nocardioides marmotae	2663857	S	0	0.00000	22	0.00001	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001
Nocardioides jishulii	2575440	S	0	0.00000	15	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardioides ungokensis	1643322	S	0	0.00000	13	0.00000	0	0.00000	23	0.00001	15	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	14	0.00001
Aeromicrobium sp. JP4	3683031	S	0	0.00000	21	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00001	21	0.00001
Aeromicrobium erythreum	2041	S	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeromicrobium chenweiae	2079793	S	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeromicrobium wangtongii	2969247	S	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Solicola gregarius	2908642	S	0	0.00000	23	0.00001	0	0.00000	27	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00001
Tessaracoccus sp. G1721	3569183	S	0	0.00000	30	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001
Tessaracoccus sp. Y1736	3569182	S	0	0.00000	19	0.00001	0	0.00000	31	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000
Propionibacterium acidifaciens	556499	S	0	0.00000	14	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001
Cutibacterium avidum	33010	S	0	0.00000	39	0.00001	0	0.00000	41	0.00001	0	0.00000	0	0.00000	17	0.00000	20	0.00000	26	0.00001	19	0.00001
Cutibacterium modestum	2559073	S	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Microlunatus sp. Gsoil 973	2672569	S	0	0.00000	23	0.00001	29	0.00001	23	0.00001	30	0.00001	21	0.00000	21	0.00001	0	0.00000	21	0.00001	26	0.00001
Brooklawnia propionicigenes	3041175	S	0	0.00000	17	0.00000	0	0.00000	18	0.00000	0	0.00000	23	0.00000	13	0.00000	0	0.00000	21	0.00001	0	0.00000
Propionimicrobium sp. PCR01-08-3	3052086	S	0	0.00000	14	0.00000	11	0.00000	10	0.00000	17	0.00001	0	0.00000	11	0.00000	10	0.00000	0	0.00000	16	0.00001
Ammonicoccus fulvus	3138240	S	0	0.00000	11	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000
Kribbella sp. NBC_01245	2903578	S	0	0.00000	28	0.00001	15	0.00001	23	0.00001	30	0.00001	19	0.00000	24	0.00001	0	0.00000	27	0.00002	50	0.00002
Kribbella sp. CA-294648	3239948	S	0	0.00000	28	0.00001	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000
Kribbella sp. CA-293567	3002436	S	0	0.00000	24	0.00001	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000
Kribbella sp. NBC_00662	2975969	S	0	0.00000	18	0.00001	23	0.00001	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	26	0.00001	18	0.00001
Micromonospora sp. CA-240977	3239957	S	0	0.00000	38	0.00001	0	0.00000	29	0.00001	31	0.00001	0	0.00000	21	0.00001	0	0.00000	0	0.00000	45	0.00002
Micromonospora sp. WMMD964	3016091	S	0	0.00000	64	0.00002	0	0.00000	39	0.00001	0	0.00000	0	0.00000	32	0.00001	0	0.00000	50	0.00003	43	0.00002
Micromonospora sp. WMMD812	3015152	S	0	0.00000	24	0.00001	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00001
Micromonospora sp. WMMD882	3015151	S	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Micromonospora sp. NBC_01412	2903590	S	0	0.00000	20	0.00001	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	0	0.00000	17	0.00001	0	0.00000
Micromonospora sp. WMMD1076	3016103	S	0	0.00000	31	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00001
Micromonospora sp. WMMA1998	3015167	S	0	0.00000	31	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Micromonospora saelicesensis	285676	S	0	0.00000	76	0.00002	35	0.00001	59	0.00002	38	0.00001	0	0.00000	41	0.00001	34	0.00001	60	0.00003	92	0.00003
Micromonospora siamensis	299152	S	0	0.00000	32	0.00001	0	0.00000	16	0.00000	0	0.00000	0	0.00000	33	0.00001	0	0.00000	0	0.00000	36	0.00001
Micromonospora zamorensis	709883	S	0	0.00000	33	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00001
Micromonospora globbae	1894969	S	0	0.00000	23	0.00001	23	0.00001	32	0.00001	51	0.00002	13	0.00000	15	0.00000	0	0.00000	38	0.00002	48	0.00002
Micromonospora mangrovi	1182597	S	0	0.00000	24	0.00001	18	0.00001	19	0.00001	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001
Micromonospora fluostatini	1629071	S	0	0.00000	18	0.00001	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00001	0	0.00000
Micromonospora terminaliae	1914461	S	0	0.00000	24	0.00001	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	24	0.00001	18	0.00001	20	0.00001
Micromonospora soli	1530045	S	0	0.00000	20	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Micromonospora echinofusca	47858	S	0	0.00000	22	0.00001	0	0.00000	20	0.00001	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	36	0.00001
Micromonospora carbonacea	47853	S	0	0.00000	45	0.00001	0	0.00000	0	0.00000	30	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Actinoplanes sp. OR16	946334	S	0	0.00000	17	0.00000	0	0.00000	29	0.00001	0	0.00000	0	0.00000	18	0.00001	0	0.00000	0	0.00000	32	0.00001
Actinoplanes friuliensis	196914	S	0	0.00000	15	0.00000	0	0.00000	15	0.00000	0	0.00000	12	0.00000	0	0.00000	11	0.00000	15	0.00001	0	0.00000
Dactylosporangium sp. NBC_01737	2975959	S	0	0.00000	64	0.00002	0	0.00000	25	0.00001	18	0.00001	0	0.00000	0	0.00000	41	0.00001	14	0.00001	19	0.00001
Dactylosporangium sp. AC04546	2862460	S	0	0.00000	37	0.00001	18	0.00001	13	0.00000	23	0.00001	0	0.00000	29	0.00001	14	0.00000	28	0.00002	28	0.00001
Dactylosporangium sp. CS-047395	3239936	S	0	0.00000	33	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001
Dactylosporangium sp. CA-052675	3239927	S	0	0.00000	22	0.00001	0	0.00000	28	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00001	24	0.00001
Dactylosporangium sp. CA-233914	3239934	S	0	0.00000	13	0.00000	14	0.00001	19	0.00001	13	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00001	0	0.00000
Dactylosporangium sp. CA-092794	3239929	S	0	0.00000	11	0.00000	15	0.00001	22	0.00001	17	0.00001	21	0.00000	0	0.00000	0	0.00000	13	0.00001	24	0.00001
Dactylosporangium vinaceum	53362	S	0	0.00000	81	0.00002	54	0.00002	30	0.00001	58	0.00002	35	0.00001	41	0.00001	0	0.00000	51	0.00003	75	0.00003
Dactylosporangium fulvum	53359	S	0	0.00000	26	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	12	0.00001	0	0.00000
Solwaraspora sp. WMMA2056	3015161	S	0	0.00000	71	0.00002	52	0.00002	119	0.00003	99	0.00003	56	0.00001	41	0.00001	0	0.00000	108	0.00006	94	0.00003
Solwaraspora sp. WMMD937	3016090	S	0	0.00000	46	0.00001	0	0.00000	34	0.00001	0	0.00000	0	0.00000	39	0.00001	0	0.00000	0	0.00000	35	0.00001
Plantactinospora sp. WMMC1484	3404122	S	0	0.00000	88	0.00003	0	0.00000	53	0.00001	0	0.00000	0	0.00000	0	0.00000	37	0.00001	0	0.00000	0	0.00000
Actinocatenispora thailandica	227318	S	0	0.00000	27	0.00001	18	0.00001	23	0.00001	21	0.00001	19	0.00000	12	0.00000	0	0.00000	0	0.00000	38	0.00001
Catellatospora sp. IY07-71	2728827	S	0	0.00000	11	0.00000	21	0.00001	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001	18	0.00001
Amycolatopsis sp. NBC_01480	2903562	S	0	0.00000	85	0.00002	71	0.00003	92	0.00003	85	0.00003	59	0.00001	47	0.00001	58	0.00001	74	0.00004	136	0.00005
Amycolatopsis sp. NBC_00345	2975955	S	0	0.00000	71	0.00002	71	0.00003	41	0.00001	83	0.00003	27	0.00001	18	0.00001	0	0.00000	54	0.00003	38	0.00001
Amycolatopsis sp. cg9	3238801	S	0	0.00000	43	0.00001	0	0.00000	98	0.00003	0	0.00000	0	0.00000	33	0.00001	76	0.00002	0	0.00000	0	0.00000
Amycolatopsis sp. CA-161197	3239922	S	0	0.00000	34	0.00001	0	0.00000	22	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00001
Amycolatopsis sp. FU40	2914159	S	0	0.00000	33	0.00001	0	0.00000	29	0.00001	23	0.00001	0	0.00000	0	0.00000	0	0.00000	20	0.00001	29	0.00001
Amycolatopsis sp. FDAARGOS 1241	2778070	S	0	0.00000	19	0.00001	23	0.00001	0	0.00000	27	0.00001	0	0.00000	0	0.00000	0	0.00000	21	0.00001	15	0.00001
Amycolatopsis sp. TNS106	2861750	S	0	0.00000	28	0.00001	0	0.00000	22	0.00001	38	0.00001	46	0.00001	0	0.00000	0	0.00000	36	0.00002	56	0.00002
Amycolatopsis sp. YIM 10	2653857	S	0	0.00000	17	0.00000	0	0.00000	13	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	17	0.00001	13	0.00000
Amycolatopsis sp. EV170708-02-1	2919322	S	0	0.00000	25	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Amycolatopsis sp. DG1A-15b	3052846	S	0	0.00000	20	0.00001	0	0.00000	0	0.00000	21	0.00001	0	0.00000	23	0.00001	0	0.00000	35	0.00002	0	0.00000
Amycolatopsis coloradensis	76021	S	0	0.00000	28	0.00001	0	0.00000	25	0.00001	21	0.00001	0	0.00000	46	0.00001	0	0.00000	0	0.00000	25	0.00001
